Automation Partners Inc.  Yield Control System
        Started:	2022-01-04      	  Frame:	ARK-Win7-4GB    	  Shift:	1              
           User:	Supervisor      	    Lot:	PROVIDENCE 1.4.2	  Style:	PROVIDENCE
Raw Report file:	C:\Reports\Raw\PROVIDENCE 1.4.22.txt
===============================================================================================
        	  Entry			  EXIT
    Time	  Yards	    CPI	    YPM	  Yards	    CPI	    YPM	  OFEED	 TARGET	  Mode	    GSM
11:38:44	 1761.3	 45.529	 47.289	 1690.3	 48.678	 45.396	  4.17	  48.00	  AUTO
11:38:46	 1762.9	 45.118	 47.284	 1691.8	 48.363	 45.392	  4.18	  48.00	  AUTO
11:38:50	 1766.0	 45.753	 47.281	 1694.9	 48.563	 45.390	  4.17	  48.00	  AUTO
11:38:52	      _	      _	      _	 1696.4	 48.853	 45.408	      _	  48.00	  AUTO
11:38:56	 1770.8	 44.894	 47.321	 1699.4	 48.351	 45.417	  4.17	  48.00	  AUTO
11:38:58	      _	      _	      _	 1701.0	 48.677	 45.417	      _	  48.00	  AUTO
11:39:02	 1775.5	 45.759	 47.344	 1704.0	 48.833	 45.407	  4.21	  48.00	  AUTO
11:39:06	 1778.8	 45.673	 47.337	 1707.0	 47.529	 45.401	  4.24	  48.00	  AUTO
11:39:08	      _	      _	      _	 1708.5	 47.556	 45.382	      _	  48.00	  AUTO
11:39:12	 1783.4	 46.089	 47.345	 1711.5	 48.522	 45.390	  4.28	  48.00	  AUTO
11:39:14	      _	      _	      _	 1713.0	 48.461	 45.406	      _	  48.00	  AUTO
11:39:18	 1788.1	 45.696	 47.316	 1716.0	 47.586	 45.404	  4.28	  48.00	  AUTO
11:39:20	      _	      _	      _	 1717.6	 48.909	 45.390	      _	  48.00	  AUTO
11:39:24	 1792.9	 45.388	 47.299	 1720.6	 47.532	 45.368	  4.20	  48.00	  AUTO
11:39:26	      _	      _	      _	 1722.1	 48.865	 45.368	      _	  48.00	  AUTO
11:39:30	 1797.6	 45.077	 47.295	 1725.1	 47.542	 45.382	  4.20	  48.00	  AUTO
11:39:32	      _	      _	      _	 1726.8	 48.752	 45.382	      _	  48.00	  AUTO
11:39:36	 1802.5	 44.926	 47.320	 1729.7	 48.146	 45.413	  4.22	  48.00	  AUTO
11:39:40	 1805.5	 45.583	 47.412	 1732.7	 48.578	 45.408	  4.23	  48.00	  AUTO
11:39:42	      _	      _	      _	 1734.2	 48.801	 45.402	      _	  48.00	  AUTO
11:39:46	 1810.3	 46.289	 47.405	 1737.3	 47.551	 45.396	  4.34	  48.00	  AUTO
11:39:48	      _	      _	      _	 1738.8	 48.622	 45.404	      _	  48.00	  AUTO
11:39:52	 1815.0	 46.142	 47.411	 1741.8	 48.743	 45.409	  4.42	  48.00	  AUTO
11:39:54	      _	      _	      _	 1743.3	 48.653	 45.409	      _	  48.00	  AUTO
11:39:58	 1820.0	 44.834	 47.394	 1746.3	 46.683	 45.415	  4.40	  48.00	  AUTO
11:40:00	 1821.3	 45.935	 47.373	 1747.9	 48.405	 45.415	  4.40	  48.00	  AUTO
11:40:04	 1824.4	 45.482	 47.403	 1750.9	 48.153	 45.385	  4.35	  48.00	  AUTO
11:40:06	 1826.0	 46.171	 47.435	 1752.6	 47.542	 45.385	  4.35	  48.00	  AUTO
11:40:10	 1829.1	 45.375	 47.444	 1755.4	 47.689	 45.402	  4.48	  48.00	  AUTO
11:40:14	 1832.5	 45.569	 47.407	 1758.4	 48.204	 45.423	  4.49	  48.00	  AUTO
11:40:16	 1833.9	 45.441	 47.402	 1760.0	 48.589	 45.440	  4.49	  48.00	  AUTO
11:40:20	 1837.5	 45.320	 47.425	 1763.0	 48.364	 45.395	  4.38	  48.00	  AUTO
11:40:22	 1838.6	 44.960	 47.454	 1764.5	 48.306	 45.378	  4.38	  48.00	  AUTO
11:40:26	 1841.9	 45.650	 47.462	 1767.5	 48.098	 45.356	  4.50	  48.00	  AUTO
11:40:28	 1843.5	 44.762	 47.458	 1769.0	 48.199	 45.390	  4.50	  48.00	  AUTO
11:40:32	 1846.6	 44.655	 47.482	 1772.0	 48.108	 45.393	  4.61	  48.00	  AUTO
11:40:34	 1848.3	 45.703	 47.476	 1773.7	 48.235	 45.393	  4.61	  48.00	  AUTO
11:40:38	 1851.4	 45.741	 47.480	 1776.6	 48.457	 45.392	  4.60	  48.00	  AUTO
11:40:42	 1854.9	 45.880	 47.474	 1779.6	 48.518	 45.401	  4.59	  48.00	  AUTO
11:40:44	 1856.1	 44.910	 47.463	 1781.1	 48.551	 45.391	  4.59	  48.00	  AUTO
11:40:48	 1859.3	 45.867	 47.429	 1784.2	 48.153	 45.409	  4.54	  48.00	  AUTO
11:40:50	 1860.9	 45.731	 47.439	 1785.7	 48.479	 45.404	  4.54	  48.00	  AUTO
11:40:54	 1864.0	 45.461	 47.484	 1788.7	 48.641	 45.409	  4.51	  48.00	  AUTO
11:40:56	 1865.6	 45.593	 47.519	 1790.2	 48.278	 45.396	  4.51	  48.00	  AUTO
11:41:00	 1868.8	 46.255	 47.491	 1793.2	 48.849	 45.401	  4.58	  48.00	  AUTO
11:41:02	 1870.4	 45.480	 47.487	 1794.8	 48.444	 45.401	  4.62	  48.00	  AUTO
11:41:06	 1873.5	 45.871	 47.507	 1797.8	 48.622	 45.391	  4.62	  48.00	  AUTO
11:41:10	 1876.8	 46.077	 47.533	 1800.8	 48.690	 45.382	  4.65	  48.00	  AUTO
11:41:12	 1878.3	 46.017	 47.519	 1802.3	 48.726	 45.395	  4.65	  48.00	  AUTO
11:41:16	 1881.4	 45.725	 47.478	 1805.3	 48.595	 45.367	  4.69	  48.00	  AUTO
11:41:18	 1883.0	 45.767	 47.451	 1806.8	 48.374	 45.373	  4.69	  48.00	  AUTO
11:41:22	 1886.1	 46.071	 47.452	 1809.9	 47.761	 45.369	  4.64	  48.00	  AUTO
11:41:24	 1887.8	 46.430	 47.472	 1811.4	 48.463	 45.385	  4.61	  48.00	  AUTO
	Power Up at	2022-01-04	11:48:59
	Power Up at	2022-01-04	11:49:00
	Power Up at	2022-01-04	11:49:02
	Power Up at	2022-01-04	11:49:06
	Power Up at	2022-01-04	11:49:08
