Automation Partners Inc.  Yield Control System
        Started:	2022-01-04      	  Frame:	ARK-Win7-4GB    	  Shift:	1              
           User:	Supervisor      	    Lot:	PROVIDENCE 1.4.2	  Style:	PROVIDENCE
Raw Report file:	C:\Reports\Raw\PROVIDENCE 1.4.22.txt
===============================================================================================
        	  Entry			  EXIT
    Time	  Yards	    CPI	    YPM	  Yards	    CPI	    YPM	  OFEED	 TARGET	  Mode	    GSM
10:47:26	    1.6	 45.617	 47.798	    1.5	 49.165	 45.450	  5.28	  48.00	  AUTO
10:47:28	      _	      _	      _	    3.1	 49.198	 45.450	      _	  48.00	  AUTO
10:47:32	    6.4	 45.456	 47.828	    6.1	 49.385	 45.446	  5.20	  48.00	  AUTO
10:47:34	      _	      _	      _	    7.7	 49.171	 45.446	      _	  48.00	  AUTO
10:47:38	   11.1	 45.535	 47.850	   10.6	 49.192	 45.401	  5.24	  48.00	  AUTO
10:47:42	   14.4	 45.701	 47.831	   13.6	 48.926	 45.389	  5.31	  48.00	  AUTO
10:47:44	   15.9	 45.950	 47.834	   15.1	 48.981	 45.395	  5.36	  48.00	  AUTO
10:47:48	   19.1	 46.286	 47.814	   18.2	 48.959	 45.410	  5.38	  48.00	  AUTO
10:47:50	   20.8	 45.872	 47.823	   19.7	 49.081	 45.415	  5.35	  48.00	  AUTO
10:47:54	   23.9	 45.906	 47.792	   22.7	 50.045	 45.401	  5.32	  48.00	  AUTO
10:47:56	   25.5	 45.885	 47.807	   24.2	 49.239	 45.390	  5.29	  48.00	  AUTO
10:48:00	   28.6	 45.949	 47.792	   27.3	 49.266	 45.400	  5.30	  48.00	  AUTO
10:48:02	   30.3	 45.824	 47.806	   28.8	 49.941	 45.400	  5.29	  48.00	  AUTO
10:48:06	   33.4	 45.955	 47.801	   31.8	 49.306	 45.439	  5.30	  48.00	  AUTO
10:48:10	   36.6	 45.670	 47.804	   34.8	 49.350	 45.440	  5.27	  48.00	  AUTO
10:48:12	   38.1	 45.533	 47.807	   36.3	 49.329	 45.449	  5.27	  48.00	  AUTO
10:48:16	   41.4	 45.630	 47.812	   39.4	 49.941	 45.448	  5.21	  48.00	  AUTO
10:48:18	   43.0	 45.466	 47.828	   40.9	 49.230	 45.401	  5.21	  48.00	  AUTO
10:48:22	   46.1	 45.526	 47.851	   43.9	 49.374	 45.377	  5.26	  48.00	  AUTO
10:48:24	   47.8	 45.465	 47.850	   45.4	 49.402	 45.432	  5.26	  48.00	  AUTO
10:48:28	   50.9	 45.564	 47.880	   48.5	 49.218	 45.504	  5.37	  48.00	  AUTO
10:48:30	   52.5	 45.844	 47.846	   50.0	 49.113	 45.542	  5.37	  48.00	  AUTO
10:48:34	   55.8	 45.779	 47.867	   53.0	 49.261	 45.498	  5.18	  48.00	  AUTO
10:48:36	   57.3	 46.131	 47.832	   54.6	 49.280	 45.498	  5.18	  48.00	  AUTO
10:48:40	   60.5	 46.138	 47.817	   57.5	 49.177	 45.442	  5.12	  48.00	  AUTO
10:48:44	   64.0	 45.974	 47.799	   60.6	 48.922	 45.447	  5.14	  48.00	  AUTO
10:48:46	   65.4	 45.829	 47.768	   62.1	 49.067	 45.446	  5.14	  48.00	  AUTO
10:48:50	   68.5	 45.050	 47.787	   65.1	 49.164	 45.476	  5.15	  48.00	  AUTO
10:48:52	   70.1	 45.362	 47.780	   66.6	 49.206	 45.470	  5.15	  48.00	  AUTO
10:48:56	   73.6	 45.117	 47.808	   69.7	 49.235	 45.478	  5.12	  48.00	  AUTO
10:48:58	   74.9	 45.404	 47.824	   71.2	 49.188	 45.486	  5.12	  48.00	  AUTO
10:49:02	   78.1	 45.788	 47.841	   74.2	 49.289	 45.476	  5.16	  48.00	  AUTO
10:49:04	   79.6	 45.497	 47.857	   75.8	 49.224	 45.489	  5.16	  48.00	  AUTO
10:49:08	   82.9	 45.931	 47.864	   78.8	 49.108	 45.472	  5.21	  48.00	  AUTO
10:49:10	   84.5	 45.996	 47.849	   80.4	 49.088	 45.472	  5.21	  48.00	  AUTO
10:49:14	   87.6	 45.921	 47.849	   83.3	 49.112	 45.438	  5.22	  48.00	  AUTO
10:49:18	   90.9	 45.730	 47.808	   86.3	 48.946	 45.423	  5.22	  48.00	  AUTO
10:49:20	      _	      _	      _	   87.9	 48.905	 45.463	      _	  48.00	  AUTO
10:49:24	   95.6	 45.215	 47.782	   90.9	 49.081	 45.471	  5.18	  48.00	  AUTO
10:49:26	      _	      _	      _	   92.4	 49.007	 45.485	      _	  48.00	  AUTO
10:49:30	  100.4	 45.845	 47.779	   95.4	 48.971	 45.483	  5.08	  48.00	  AUTO
10:49:32	      _	      _	      _	   97.0	 49.224	 45.472	      _	  48.00	  AUTO
10:49:36	  105.1	 45.624	 47.833	  100.0	 49.019	 45.475	  5.10	  48.00	  AUTO
10:49:38	      _	      _	      _	  101.5	 49.172	 45.454	      _	  48.00	  AUTO
10:49:42	  109.9	 45.839	 47.855	  104.5	 49.118	 45.463	  5.19	  48.00	  AUTO
10:49:44	      _	      _	      _	  106.2	 49.230	 45.463	      _	  48.00	  AUTO
10:49:48	  114.8	 45.704	 47.830	  109.1	 49.112	 45.442	  5.28	  48.00	  AUTO
10:49:52	  117.9	 45.925	 47.821	  112.1	 49.108	 45.422	  5.26	  48.00	  AUTO
10:49:54	  119.5	 45.785	 47.812	  113.6	 49.062	 45.395	  5.27	  48.00	  AUTO
10:49:58	  122.6	 45.747	 47.797	  116.6	 48.966	 45.384	  5.29	  48.00	  AUTO
10:50:00	  124.3	 45.641	 47.798	  118.2	 48.994	 45.372	  5.31	  48.00	  AUTO
10:50:04	  127.5	 45.802	 47.756	  121.2	 48.954	 45.379	  5.33	  48.00	  AUTO
10:50:06	  129.0	 45.403	 47.790	  122.7	 49.016	 45.360	  5.30	  48.00	  AUTO
10:50:10	  132.3	 45.310	 47.774	  125.7	 49.308	 45.367	  5.31	  48.00	  AUTO
10:50:12	  133.9	 45.705	 47.834	  127.2	 49.253	 45.338	  5.30	  48.00	  AUTO
10:50:16	  137.0	 45.403	 47.830	  130.3	 49.261	 45.366	  5.39	  48.00	  AUTO
10:50:18	  138.5	 45.573	 47.849	  131.9	 49.277	 45.366	  5.41	  48.00	  AUTO
10:50:22	  141.8	 45.752	 47.837	  134.8	 49.432	 45.375	  5.47	  48.00	  AUTO
10:50:26	  145.0	 46.095	 47.837	  137.8	 49.302	 45.341	  5.45	  48.00	  AUTO
10:50:28	  146.5	 46.016	 47.829	  139.3	 49.324	 45.359	  5.45	  48.00	  AUTO
10:50:32	  149.8	 45.955	 47.812	  142.4	 49.043	 45.351	  5.45	  48.00	  AUTO
10:50:34	  151.4	 45.908	 47.779	  143.9	 49.162	 45.334	  5.45	  48.00	  AUTO
10:50:38	  154.5	 45.566	 47.765	  146.9	 49.148	 45.330	  5.40	  48.00	  AUTO
10:50:40	  156.1	 45.808	 47.742	  148.4	 49.248	 45.336	  5.40	  48.00	  AUTO
10:50:44	  159.3	 45.736	 47.750	  151.4	 48.908	 45.373	  5.34	  48.00	  AUTO
10:50:46	  160.9	 45.513	 47.765	  153.0	 48.711	 45.373	  5.34	  48.00	  AUTO
10:50:50	  164.0	 45.387	 47.775	  156.0	 49.134	 45.374	  5.28	  48.00	  AUTO
10:50:54	  167.5	 45.524	 47.825	  159.0	 49.334	 45.373	  5.31	  48.00	  AUTO
10:50:56	  168.9	 45.548	 47.803	  160.5	 49.309	 45.357	  5.31	  48.00	  AUTO
10:51:00	  172.4	 45.791	 47.849	  163.5	 49.204	 45.373	  5.42	  48.00	  AUTO
10:51:02	  173.8	 45.721	 47.799	  165.0	 49.184	 45.398	  5.42	  48.00	  AUTO
10:51:06	  177.1	 45.738	 47.823	  168.0	 49.180	 45.400	  5.39	  48.00	  AUTO
10:51:08	  178.5	 45.926	 47.773	  169.6	 49.134	 45.391	  5.39	  48.00	  AUTO
10:51:12	  181.9	 46.023	 47.782	  172.6	 49.077	 45.380	  5.28	  48.00	  AUTO
10:51:14	  183.3	 45.843	 47.758	  174.1	 48.997	 45.398	  5.28	  48.00	  AUTO
10:51:18	  186.6	 45.817	 47.763	  177.1	 48.847	 45.424	  5.24	  48.00	  AUTO
10:51:20	  188.0	 46.014	 47.756	  178.7	 48.847	 45.424	  5.24	  48.00	  AUTO
10:51:24	  191.4	 45.662	 47.761	  181.7	 48.847	 45.422	  5.22	  48.00	  AUTO
10:51:28	  194.4	 45.563	 47.779	  184.7	 49.131	 45.398	  5.20	  48.00	  AUTO
10:51:30	      _	      _	      _	  186.2	 49.245	 45.386	      _	  48.00	  AUTO
10:51:34	  199.1	 45.606	 47.818	  189.2	 49.276	 45.358	  5.25	  48.00	  AUTO
10:51:36	      _	      _	      _	  190.8	 49.229	 45.353	      _	  48.00	  AUTO
10:51:40	  203.9	 45.864	 47.808	  193.8	 49.202	 45.334	  5.40	  48.00	  AUTO
10:51:42	      _	      _	      _	  195.3	 49.208	 45.342	      _	  48.00	  AUTO
10:51:46	  208.6	 45.879	 47.777	  198.3	 49.109	 45.327	  5.43	  48.00	  AUTO
10:51:48	      _	      _	      _	  199.8	 49.152	 45.340	      _	  48.00	  AUTO
10:51:52	  213.5	 45.855	 47.743	  202.9	 49.081	 45.335	  5.36	  48.00	  AUTO
10:51:54	      _	      _	      _	  204.5	 49.112	 45.335	      _	  48.00	  AUTO
10:51:58	  218.3	 45.509	 47.755	  207.4	 49.014	 45.340	  5.29	  48.00	  AUTO
10:52:02	  221.4	 45.524	 47.748	  210.4	 49.114	 45.365	  5.30	  48.00	  AUTO
10:52:04	  223.0	 45.522	 47.786	  211.9	 49.121	 45.362	  5.28	  48.00	  AUTO
10:52:08	  226.1	 45.615	 47.778	  214.9	 49.194	 45.361	  5.31	  48.00	  AUTO
10:52:10	  227.8	 45.530	 47.796	  216.5	 49.232	 45.333	  5.31	  48.00	  AUTO
10:52:14	  231.0	 45.704	 47.795	  219.5	 49.166	 45.323	  5.37	  48.00	  AUTO
10:52:16	  232.5	 45.561	 47.784	  221.0	 49.249	 45.317	  5.41	  48.00	  AUTO
10:52:20	  235.8	 46.034	 47.803	  224.0	 49.274	 45.362	  5.44	  48.00	  AUTO
10:52:22	  237.4	 45.754	 47.777	  225.6	 49.357	 45.362	  5.43	  48.00	  AUTO
10:52:26	  240.5	 45.945	 47.805	  228.5	 48.945	 45.396	  5.38	  48.00	  AUTO
10:52:30	  243.8	 45.710	 47.764	  231.6	 49.031	 45.375	  5.31	  48.00	  AUTO
10:52:32	  245.4	 45.954	 47.775	  233.1	 48.839	 45.376	  5.31	  48.00	  AUTO
10:52:36	  248.5	 45.799	 47.756	  236.1	 49.026	 45.380	  5.25	  48.00	  AUTO
10:52:38	  250.1	 45.659	 47.747	  237.6	 49.004	 45.379	  5.25	  48.00	  AUTO
10:52:42	  253.4	 45.461	 47.750	  240.6	 48.979	 45.404	  5.23	  48.00	  AUTO
10:52:44	  254.9	 45.781	 47.723	  242.2	 49.145	 45.399	  5.23	  48.00	  AUTO
10:52:48	  258.1	 45.677	 47.764	  245.2	 49.222	 45.396	  5.18	  48.00	  AUTO
10:52:50	  259.8	 45.407	 47.760	  246.7	 49.084	 45.380	  5.18	  48.00	  AUTO
10:52:54	  262.9	 45.565	 47.799	  249.7	 49.253	 45.389	  5.25	  48.00	  AUTO
10:52:56	  264.5	 45.430	 47.795	  251.3	 49.153	 45.389	  5.25	  48.00	  AUTO
10:53:00	  267.6	 45.694	 47.806	  254.3	 49.085	 45.423	  5.32	  48.00	  AUTO
10:53:04	  270.9	 45.751	 47.808	  257.3	 48.954	 45.422	  5.30	  48.00	  AUTO
10:53:06	      _	      _	      _	  258.8	 48.977	 45.420	      _	  48.00	  AUTO
10:53:10	  275.6	 46.092	 47.785	  261.8	 48.847	 45.411	  5.27	  48.00	  AUTO
10:53:12	      _	      _	      _	  263.3	 49.029	 45.413	      _	  48.00	  AUTO
10:53:16	  280.4	 45.964	 47.765	  266.4	 48.911	 45.405	  5.24	  48.00	  AUTO
10:53:18	      _	      _	      _	  267.9	 49.038	 45.424	      _	  48.00	  AUTO
10:53:22	  285.1	 45.580	 47.758	  270.9	 49.224	 45.424	  5.17	  48.00	  AUTO
10:53:24	      _	      _	      _	  272.4	 49.134	 45.412	      _	  48.00	  AUTO
10:53:28	  290.0	 45.556	 47.740	  275.5	 49.265	 45.391	  5.12	  48.00	  AUTO
10:53:30	      _	      _	      _	  277.1	 49.220	 45.391	      _	  48.00	  AUTO
10:53:34	  294.8	 45.480	 47.774	  280.0	 48.657	 45.390	  5.18	  48.00	  AUTO
10:53:38	  297.9	 45.445	 47.813	  283.0	 49.140	 45.399	  5.23	  48.00	  AUTO
10:53:40	  299.5	 45.576	 47.813	  284.6	 49.091	 45.413	  5.27	  48.00	  AUTO
10:53:44	  302.6	 45.934	 47.831	  287.6	 49.027	 45.410	  5.28	  48.00	  AUTO
10:53:46	  304.4	 45.805	 47.831	  289.1	 48.657	 45.417	  5.31	  48.00	  AUTO
10:53:50	  307.4	 45.792	 47.805	  292.1	 48.973	 45.418	  5.31	  48.00	  AUTO
10:53:52	  309.1	 46.009	 47.805	  293.6	 49.068	 45.435	  5.30	  48.00	  AUTO
10:53:56	  312.3	 45.783	 47.753	  296.7	 48.850	 45.434	  5.26	  48.00	  AUTO
10:53:58	  313.9	 45.921	 47.762	  298.2	 49.077	 45.441	  5.19	  48.00	  AUTO
10:54:02	  317.0	 45.949	 47.750	  301.2	 49.021	 45.432	  5.14	  48.00	  AUTO
10:54:04	  318.8	 45.861	 47.779	  302.8	 49.060	 45.432	  5.10	  48.00	  AUTO
10:54:08	  321.9	 45.131	 47.750	  305.7	 49.000	 45.419	  5.12	  48.00	  AUTO
10:54:12	  325.0	 45.344	 47.786	  308.8	 49.157	 45.407	  5.16	  48.00	  AUTO
10:54:14	  326.6	 45.373	 47.770	  310.3	 49.077	 45.411	  5.16	  48.00	  AUTO
10:54:18	  329.8	 45.412	 47.820	  313.3	 49.217	 45.424	  5.20	  48.00	  AUTO
10:54:20	  331.4	 45.302	 47.786	  314.8	 49.289	 45.447	  5.20	  48.00	  AUTO
10:54:24	  334.6	 45.659	 47.815	  317.8	 49.192	 45.441	  5.20	  48.00	  AUTO
10:54:26	  336.1	 45.741	 47.797	  319.4	 48.981	 45.427	  5.20	  48.00	  AUTO
10:54:30	  339.4	 46.162	 47.822	  322.4	 49.133	 45.398	  5.22	  48.00	  AUTO
10:54:32	  341.0	 46.038	 47.795	  323.9	 48.968	 45.390	  5.22	  48.00	  AUTO
10:54:36	  344.1	 45.848	 47.783	  326.9	 49.087	 45.406	  5.27	  48.00	  AUTO
10:54:38	  345.8	 45.717	 47.754	  328.5	 48.929	 45.406	  5.27	  48.00	  AUTO
10:54:42	  348.9	 45.821	 47.759	  331.5	 48.893	 45.442	  5.21	  48.00	  AUTO
10:54:46	  352.0	 45.791	 47.746	  334.5	 48.974	 45.451	  5.15	  48.00	  AUTO
10:54:48	      _	      _	      _	  336.0	 48.986	 45.450	      _	  48.00	  AUTO
10:54:52	  356.9	 45.504	 47.735	  339.1	 49.195	 45.469	  5.07	  48.00	  AUTO
10:54:54	      _	      _	      _	  340.6	 49.011	 45.472	      _	  48.00	  AUTO
10:54:58	  361.6	 45.315	 47.765	  343.6	 49.195	 45.472	  5.04	  48.00	  AUTO
10:55:00	      _	      _	      _	  345.1	 49.211	 45.471	      _	  48.00	  AUTO
10:55:04	  366.4	 45.637	 47.794	  348.2	 49.148	 45.452	  5.10	  48.00	  AUTO
10:55:06	      _	      _	      _	  349.7	 49.097	 45.449	      _	  48.00	  AUTO
10:55:10	  371.1	 45.643	 47.796	  352.7	 48.997	 45.442	  5.19	  48.00	  AUTO
10:55:12	      _	      _	      _	  354.3	 48.908	 45.442	      _	  48.00	  AUTO
10:55:16	  376.0	 45.713	 47.782	  357.3	 48.880	 45.451	  5.23	  48.00	  AUTO
10:55:20	  379.1	 45.941	 47.780	  360.3	 48.938	 45.441	  5.18	  48.00	  AUTO
10:55:22	  380.8	 46.025	 47.758	  361.8	 48.767	 45.440	  5.17	  48.00	  AUTO
10:55:26	  383.9	 45.663	 47.744	  364.8	 48.921	 45.441	  5.13	  48.00	  AUTO
10:55:28	  385.6	 45.639	 47.746	  366.3	 48.932	 45.440	  5.11	  48.00	  AUTO
10:55:32	  388.8	 45.447	 47.739	  369.4	 49.014	 45.446	  5.08	  48.00	  AUTO
10:55:34	  390.4	 45.474	 47.739	  370.9	 49.035	 45.442	  5.06	  48.00	  AUTO
10:55:38	  393.5	 45.300	 47.764	  373.9	 49.072	 45.467	  5.06	  48.00	  AUTO
10:55:40	  395.1	 45.316	 47.764	  375.4	 49.159	 45.463	  5.05	  48.00	  AUTO
10:55:44	  398.3	 45.481	 47.804	  378.5	 49.249	 45.468	  5.06	  48.00	  AUTO
10:55:46	  400.0	 45.191	 47.804	  380.0	 49.052	 45.468	  5.08	  48.00	  AUTO
10:55:50	  403.1	 45.673	 47.819	  383.0	 48.964	 45.470	  5.11	  48.00	  AUTO
10:55:54	  406.3	 45.654	 47.774	  386.0	 49.076	 45.459	  5.16	  48.00	  AUTO
10:55:56	  407.9	 45.911	 47.813	  387.5	 49.044	 45.439	  5.16	  48.00	  AUTO
10:56:00	  411.0	 45.686	 47.769	  390.6	 48.886	 45.426	  5.19	  48.00	  AUTO
10:56:02	  412.6	 45.965	 47.769	  392.1	 48.890	 45.427	  5.19	  48.00	  AUTO
10:56:06	  415.8	 45.924	 47.757	  395.1	 48.907	 45.412	  5.18	  48.00	  AUTO
10:56:08	  417.4	 45.760	 47.735	  396.6	 48.827	 45.414	  5.16	  48.00	  AUTO
10:56:12	  420.5	 45.303	 47.750	  399.7	 49.014	 45.406	  5.14	  48.00	  AUTO
10:56:14	  422.1	 45.552	 47.717	  401.2	 49.029	 45.426	  5.14	  48.00	  AUTO
10:56:18	  425.3	 45.464	 47.749	  404.2	 49.077	 45.435	  5.10	  48.00	  AUTO
10:56:20	  426.9	 45.704	 47.753	  405.8	 49.110	 45.435	  5.10	  48.00	  AUTO
10:56:24	  430.1	 45.416	 47.786	  408.7	 49.178	 45.421	  5.08	  48.00	  AUTO
10:56:28	  433.6	 45.574	 47.798	  411.8	 49.181	 45.392	  5.17	  48.00	  AUTO
10:56:30	  434.9	 45.402	 47.813	  413.3	 49.047	 45.390	  5.17	  48.00	  AUTO
10:56:34	  438.4	 46.028	 47.823	  416.3	 48.999	 45.396	  5.31	  48.00	  AUTO
10:56:36	  439.6	 45.798	 47.801	  417.8	 48.920	 45.419	  5.31	  48.00	  AUTO
10:56:40	  442.9	 45.435	 47.781	  420.9	 48.917	 45.431	  5.29	  48.00	  AUTO
10:56:42	  444.4	 45.728	 47.767	  422.4	 48.825	 45.430	  5.29	  48.00	  AUTO
10:56:46	  447.6	 45.765	 47.745	  425.4	 48.808	 45.426	  5.15	  48.00	  AUTO
10:56:48	  449.3	 45.711	 47.770	  426.9	 48.833	 45.425	  5.15	  48.00	  AUTO
10:56:52	  452.4	 45.888	 47.740	  430.0	 48.873	 45.439	  5.12	  48.00	  AUTO
10:56:54	  454.0	 45.340	 47.755	  431.5	 48.901	 45.439	  5.12	  48.00	  AUTO
10:56:58	  457.1	 45.343	 47.736	  434.5	 49.104	 45.444	  5.08	  48.00	  AUTO
10:57:02	  460.3	 45.467	 47.796	  437.5	 49.019	 45.432	  5.08	  48.00	  AUTO
10:57:04	      _	      _	      _	  439.0	 49.146	 45.417	      _	  48.00	  AUTO
10:57:08	  465.1	 45.739	 47.809	  442.1	 49.130	 45.400	  5.17	  48.00	  AUTO
10:57:10	      _	      _	      _	  443.6	 49.078	 45.402	      _	  48.00	  AUTO
10:57:14	  469.9	 45.886	 47.796	  446.6	 49.034	 45.407	  5.25	  48.00	  AUTO
10:57:16	      _	      _	      _	  448.1	 48.977	 45.429	      _	  48.00	  AUTO
10:57:20	  474.6	 46.180	 47.777	  451.1	 48.973	 45.416	  5.22	  48.00	  AUTO
10:57:22	      _	      _	      _	  452.7	 49.034	 45.410	      _	  48.00	  AUTO
10:57:26	  479.4	 45.853	 47.748	  455.7	 48.939	 45.401	  5.17	  48.00	  AUTO
10:57:28	      _	      _	      _	  457.3	 48.920	 45.401	      _	  48.00	  AUTO
10:57:32	  484.1	 45.715	 47.730	  460.2	 48.914	 45.408	  5.16	  48.00	  AUTO
10:57:36	  487.4	 45.576	 47.749	  463.3	 48.942	 45.414	  5.15	  48.00	  AUTO
10:57:38	  489.0	 45.515	 47.734	  464.8	 48.997	 45.421	  5.14	  48.00	  AUTO
10:57:42	  492.3	 45.878	 47.784	  467.8	 49.016	 45.410	  5.12	  48.00	  AUTO
10:57:44	  493.8	 45.886	 47.768	  469.3	 48.951	 45.406	  5.15	  48.00	  AUTO
10:57:48	  497.0	 45.949	 47.779	  472.3	 48.977	 45.404	  5.17	  48.00	  AUTO
10:57:50	  498.6	 45.858	 47.743	  473.8	 49.059	 45.404	  5.22	  48.00	  AUTO
10:57:54	  501.8	 45.989	 47.713	  476.9	 49.036	 45.409	  5.20	  48.00	  AUTO
10:57:56	  503.4	 45.896	 47.706	  478.4	 49.154	 45.413	  5.15	  48.00	  AUTO
10:58:00	  506.6	 45.927	 47.677	  481.5	 49.036	 45.400	  5.09	  48.00	  AUTO
10:58:02	  508.3	 45.913	 47.677	  483.0	 48.967	 45.400	  5.05	  48.00	  AUTO
10:58:06	  511.3	 45.614	 47.699	  485.9	 48.841	 45.381	  5.03	  48.00	  AUTO
10:58:08	  513.1	 45.465	 47.743	  487.7	 48.885	 45.380	  5.05	  48.00	  AUTO
10:58:12	  516.1	 45.661	 47.757	  490.5	 48.908	 45.383	  5.11	  48.00	  AUTO
10:58:16	  519.3	 45.572	 47.782	  493.5	 47.947	 45.391	  5.22	  48.00	  AUTO
10:58:18	  520.9	 45.967	 47.803	  495.0	 49.180	 45.412	  5.22	  48.00	  AUTO
10:58:22	  524.0	 46.173	 47.783	  498.0	 49.301	 45.407	  5.27	  48.00	  AUTO
10:58:24	  525.6	 45.967	 47.770	  499.6	 49.485	 45.404	  5.27	  48.00	  AUTO
10:58:28	  528.8	 46.082	 47.735	  502.6	 49.307	 45.407	  5.23	  48.00	  AUTO
10:58:30	  530.4	 45.827	 47.730	  504.1	 49.326	 45.419	  5.23	  48.00	  AUTO
10:58:34	  533.5	 45.724	 47.721	  507.1	 49.351	 45.430	  5.14	  48.00	  AUTO
10:58:36	  535.1	 46.052	 47.711	  508.8	 49.154	 45.430	  5.14	  48.00	  AUTO
10:58:40	  538.4	 45.849	 47.729	  511.8	 49.216	 45.425	  5.04	  48.00	  AUTO
10:58:44	  541.6	 45.688	 47.707	  514.7	 49.094	 45.417	  5.02	  48.00	  AUTO
10:58:46	  543.1	 45.708	 47.756	  516.2	 49.063	 45.416	  5.02	  48.00	  AUTO
10:58:50	  546.5	 45.752	 47.738	  519.3	 49.076	 45.424	  5.10	  48.00	  AUTO
10:58:52	      _	      _	      _	  520.8	 49.074	 45.422	      _	  48.00	  AUTO
10:58:56	  551.3	 45.930	 47.765	  523.8	 49.297	 45.416	  5.12	  48.00	  AUTO
10:58:58	      _	      _	      _	  525.3	 49.175	 45.403	      _	  48.00	  AUTO
10:59:02	  556.0	 46.217	 47.745	  528.4	 49.199	 45.410	  5.16	  48.00	  AUTO
10:59:04	      _	      _	      _	  529.9	 49.162	 45.395	      _	  48.00	  AUTO
10:59:08	  560.8	 45.827	 47.717	  532.9	 49.409	 45.394	  5.14	  48.00	  AUTO
10:59:10	      _	      _	      _	  534.6	 49.241	 45.394	      _	  48.00	  AUTO
10:59:14	  565.6	 45.629	 47.718	  537.4	 49.106	 45.413	  5.12	  48.00	  AUTO
10:59:18	  568.6	 45.441	 47.735	  540.5	 49.085	 45.401	  5.10	  48.00	  AUTO
10:59:20	      _	      _	      _	  542.0	 49.011	 45.405	      _	  48.00	  AUTO
10:59:24	  573.4	 45.468	 47.755	  545.0	 49.055	 45.384	  5.12	  48.00	  AUTO
10:59:26	      _	      _	      _	  546.5	 49.308	 45.399	      _	  48.00	  AUTO
10:59:30	  578.1	 45.759	 47.779	  549.5	 49.284	 45.397	  5.20	  48.00	  AUTO
10:59:32	      _	      _	      _	  551.1	 49.175	 45.434	      _	  48.00	  AUTO
10:59:36	  583.0	 46.205	 47.748	  554.1	 49.266	 45.432	  5.22	  48.00	  AUTO
10:59:38	      _	      _	      _	  555.7	 49.349	 45.432	      _	  48.00	  AUTO
10:59:42	  587.8	 45.961	 47.693	  558.6	 49.133	 45.412	  5.12	  48.00	  AUTO
10:59:46	  590.9	 45.780	 47.715	  561.6	 49.270	 45.425	  5.07	  48.00	  AUTO
10:59:48	  592.5	 45.810	 47.678	  563.2	 49.159	 45.410	  5.05	  48.00	  AUTO
10:59:52	  595.8	 45.590	 47.723	  566.2	 49.223	 45.427	  5.02	  48.00	  AUTO
10:59:54	  597.3	 45.826	 47.704	  567.7	 49.229	 45.411	  5.03	  48.00	  AUTO
10:59:58	  600.4	 45.362	 47.745	  570.7	 49.123	 45.417	  5.03	  48.00	  AUTO
11:00:00	  602.0	 45.565	 47.750	  572.2	 49.113	 45.388	  5.08	  48.00	  AUTO
11:00:04	  605.1	 46.229	 47.783	  575.3	 49.247	 45.403	  5.13	  48.00	  AUTO
11:00:06	  606.8	 46.100	 47.791	  576.8	 49.398	 45.404	  5.19	  48.00	  AUTO
11:00:10	  610.0	 45.971	 47.777	  579.8	 49.132	 45.415	  5.27	  48.00	  AUTO
11:00:12	  611.5	 45.988	 47.772	  581.4	 49.202	 45.415	  5.27	  48.00	  AUTO
11:00:16	  614.8	 46.050	 47.748	  584.3	 49.083	 45.402	  5.23	  48.00	  AUTO
11:00:20	  618.1	 45.870	 47.754	  587.4	 49.267	 45.395	  5.17	  48.00	  AUTO
11:00:22	  619.5	 45.921	 47.728	  588.9	 48.951	 45.417	  5.17	  48.00	  AUTO
11:00:26	  623.0	 46.189	 47.751	  591.9	 48.870	 45.413	  5.15	  48.00	  AUTO
11:00:28	  624.3	 45.669	 47.712	  593.4	 49.044	 45.438	  5.15	  48.00	  AUTO
11:00:32	  627.8	 46.103	 47.742	  596.5	 49.191	 45.432	  5.09	  48.00	  AUTO
11:00:34	  629.0	 45.623	 47.702	  598.0	 49.162	 45.461	  5.09	  48.00	  AUTO
11:00:38	  632.6	 45.806	 47.741	  601.0	 49.222	 45.447	  5.03	  48.00	  AUTO
11:00:40	  633.9	 45.422	 47.728	  602.5	 49.144	 45.430	  5.03	  48.00	  AUTO
11:00:44	  637.1	 45.546	 47.748	  605.5	 49.286	 45.393	  5.05	  48.00	  AUTO
11:00:46	  638.6	 45.832	 47.769	  607.2	 49.375	 45.393	  5.05	  48.00	  AUTO
11:00:50	  641.9	 45.830	 47.777	  610.1	 49.241	 45.398	  5.20	  48.00	  AUTO
11:00:54	  645.0	 45.934	 47.783	  613.1	 49.122	 45.405	  5.25	  48.00	  AUTO
11:00:56	      _	      _	      _	  614.6	 49.043	 45.388	      _	  48.00	  AUTO
11:01:00	  649.9	 46.074	 47.763	  617.7	 49.023	 45.386	  5.25	  48.00	  AUTO
11:01:02	      _	      _	      _	  619.2	 49.082	 45.361	      _	  48.00	  AUTO
11:01:06	  654.6	 45.909	 47.733	  622.2	 49.009	 45.387	  5.23	  48.00	  AUTO
11:01:08	      _	      _	      _	  623.7	 49.092	 45.391	      _	  48.00	  AUTO
11:01:12	  659.4	 45.926	 47.737	  626.7	 49.199	 45.401	  5.15	  48.00	  AUTO
11:01:14	      _	      _	      _	  628.3	 49.194	 45.401	      _	  48.00	  AUTO
11:01:18	  664.1	 45.718	 47.722	  631.3	 49.206	 45.381	  5.10	  48.00	  AUTO
11:01:22	  667.4	 45.417	 47.732	  634.3	 49.205	 45.383	  5.13	  48.00	  AUTO
